P9	P14	P41	P43	P46	P47	P74	P75	P82	P84	P102	P107	P167	P178	P179	P186	P190	P191	P196	P212	P225	P261	P265	P266	P276	P291	P294	P295	P301	P304	P143	P149	Domain	Phylum	Class	Order	Family	Genus	Species
61	17	4	11	0	59	402	6	0	90	11	2	85	5	2	11	82	16	5	2	3	4	23	4	127	1	287	13	26	4	342	20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SG09
415	58	101	78	22	739	101	425	14	39	219	74	529	40	39	134	1145	141	67	37	31	50	354	26	287	8	196	28	327	39	508	222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SK17
20	3	5	14	1	41	4	15	1	1	7	3	22	0	0	13	81	6	3	4	2	8	2	1	13	9	19	2	18	1	3	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. TM102
77	2	28	33	7	212	10	77	23	33	96	50	77	16	34	21	363	31	15	28	23	11	39	9	32	2	131	5	77	6	7	60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. WSM471
525	32	95	461	16	809	140	300	36	48	249	139	601	73	51	106	1362	180	156	86	40	97	585	21	695	25	222	30	239	63	90	191	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium symbiodeficiens
323	42	66	60	19	841	593	149	9	176	164	61	436	36	37	95	1090	198	20	42	39	103	189	18	330	13	455	67	227	43	580	202	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium vignae
228	26	112	64	15	699	630	255	28	166	180	129	285	41	41	137	1040	144	178	27	42	54	63	10	632	17	395	17	195	53	354	184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium zhanjiangense
200	77	110	54	12	362	34	66	42	39	562	51	79	62	32	52	742	89	70	170	95	81	38	5	125	38	160	14	132	49	25	156	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter hamburgensis
207	20	33	12	0	180	236	63	12	62	97	32	310	33	14	39	409	33	17	18	8	12	222	7	225	5	124	5	89	9	91	60	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Nitrobacter	Nitrobacter winogradskyi
196	17	91	26	2	254	152	70	15	41	71	45	132	47	31	39	477	61	163	13	25	22	125	9	493	18	92	12	82	17	48	103	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Oligotropha	Oligotropha carboxidovorans
2202	1088	601	253	107	3325	1478	1599	289	646	1301	797	2346	323	300	449	4416	609	782	232	287	574	1069	81	3442	607	1448	342	1567	305	1566	847	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris
200	20	90	25	3	309	26	98	11	22	87	36	175	47	18	38	391	57	33	26	18	21	149	10	48	21	73	12	94	13	27	85	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobiaceae	Bradyrhizobiaceae bacterium SG.6C
302	51	45	41	26	421	70	281	30	39	427	77	395	50	30	141	650	93	38	25	51	42	291	12	132	32	141	31	265	119	49	96	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga robiniae
5	2	2	0	1	15	0	1	0	0	2	0	4	1	0	3	11	0	1	0	0	0	1	1	0	0	2	0	3	2	2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. vice154
6	1	6	1	0	4	0	5	5	0	4	3	3	0	0	0	7	1	0	1	1	1	0	0	2	0	5	0	3	2	0	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. vice278
3	0	5	0	0	13	0	0	0	0	0	2	6	0	1	1	11	2	0	0	2	0	10	0	0	0	1	0	1	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. vice304
3	2	2	1	0	6	0	0	1	0	1	0	1	0	8	0	3	2	0	0	0	4	0	0	2	1	5	0	0	0	0	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Tardiphaga	Tardiphaga sp. vice352
302	395	76	152	7	446	431	285	31	101	146	104	370	35	141	72	818	106	31	37	34	210	255	10	232	305	393	36	218	46	74	130	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Variibacter	Variibacter gotjawalensis
4159	308	216	88	92	1192	4567	4174	120	1296	1925	1018	9712	72	109	283	1291	140	698	73	334	102	5885	83	4186	83	2429	107	157	163	4458	278	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium aurantiacum
4568	3271	167	90	89	1216	5629	4625	52	1589	1521	1030	11149	52	49	284	1933	115	1316	45	204	84	7159	83	7831	47	2287	84	162	85	4193	1482	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium linens
18298	302	221	272	111	1813	4347	5458	585	1163	1601	1259	13152	38	53	404	1506	130	1494	35	222	79	7042	90	4471	28	2623	94	114	65	5814	141	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium luteolum
2513	79	94	31	49	899	3116	3332	39	879	1046	550	6104	40	12	147	755	65	545	19	129	36	3677	37	3834	19	1239	58	57	46	2683	83	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sandarakinum
1437	889	34	27	33	523	1550	1590	25	419	468	364	3570	18	28	144	356	40	442	10	77	100	1970	41	2648	197	986	55	175	83	1474	177	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium siliguriense
62	3	0	0	1	1	2	60	1	0	20	14	180	0	0	4	4	0	0	1	4	0	176	0	1	0	0	0	4	2	1	4	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. Ap13
16110	181	221	87	103	1603	2495	4524	64	664	1360	968	10502	34	47	457	1927	115	714	25	180	61	7227	88	3924	16	1341	85	162	76	3184	199	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. CS2
1551	412	46	38	28	470	1746	1724	28	431	493	365	3262	17	65	71	376	28	640	8	80	83	2370	29	3727	216	777	38	74	44	1940	212	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. Marine
2295	310	64	37	45	678	4090	2283	46	1184	739	530	5205	30	57	114	553	83	437	12	102	52	3055	25	3111	29	2394	39	55	60	4495	263	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. o2
125	50	776	453	766	2692	70	229991	169	20	6238	96807	454	197	61	1180	589	53	118	429	1370	38	34409	507	27	250	47	15891	519	33290	15	184	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. PAMC23299
3166	408	102	42	45	889	5233	2818	57	1449	1215	865	6446	37	85	153	867	84	756	26	107	107	4142	35	5534	262	2707	111	209	102	3723	173	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. WO024
1773	379	117	36	49	488	1951	1871	32	555	487	457	3801	17	28	90	604	56	395	38	123	27	2537	49	2435	20	1422	41	37	40	2135	1505	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium sp. YB235
114	429	224	219	19	113	3	132	204	24	164	98	31	104	180	102	84	165	122	47	29	365	11	7	32	306	174	147	208	291	73	302	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Brocadiaceae	Kuenenia	Kuenenia stuttgartiensis
0	1	1	0	0	0	0	3	0	0	1	1	3	7	0	0	3	0	1	0	1	1	0	0	1	1	2	3	1	4	0	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella abortus
1	7	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella canis
1	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ceti
3	44	4	9	0	8	0	3	10	1	10	0	2	0	11	0	8	2	3	1	0	17	0	1	1	19	11	3	8	4	2	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella inopinata
2	10	1	5	0	10	0	0	1	0	4	5	0	2	0	0	11	4	0	1	3	3	0	0	2	5	9	2	3	6	0	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella melitensis
0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella microti
1	2	0	1	0	3	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	0	1	8	2	0	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella ovis
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella pinnipedialis
8	27	4	0	0	3	3	0	0	1	1	1	0	3	1	0	4	3	0	0	0	0	2	0	2	0	0	0	2	0	0	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. 09RB8471
9	34	1	1	0	9	2	25	0	1	0	19	27	4	1	1	10	0	1	2	1	0	3	0	1	0	4	1	2	0	1	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. 09RB8910
9	59	2	0	0	8	2	1	0	0	3	4	2	0	1	0	8	6	0	0	1	1	2	0	3	0	1	0	3	1	0	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. 10RB9215
5	31	4	43	2	181	3	0	12	3	2	31	2	38	9	11	7	29	12	5	18	42	0	0	5	16	8	12	1	36	71	5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. 2280
4	156	5	9	0	12	1	4	0	2	8	3	1	3	7	6	6	2	6	8	0	88	0	0	2	73	16	33	172	1	0	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. 6810
6	21	8	0	0	5	0	4	0	2	0	0	4	1	0	4	2	2	0	2	0	3	0	0	1	1	0	0	0	0	2	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella sp. BO3
1	5	1	0	0	1	0	0	0	0	2	4	1	4	3	0	2	0	2	1	0	1	0	0	2	1	1	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis
383	674	150	93	30	189	22	166	124	23	648	103	638	71	93	44	453	56	43	98	135	107	588	6	62	75	184	58	127	65	65	185	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi
228	943	55	18	4	140	351	102	23	112	93	89	299	39	88	38	155	33	40	20	13	164	186	10	154	72	270	63	197	19	305	59	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum intermedium
123	1460	25	35	2	302	7	52	24	2	31	62	171	18	20	15	22	24	6	10	1	27	143	3	11	34	16	10	29	10	6	20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum pituitosum
48	1226	35	29	6	376	4	28	13	5	67	7	9	24	11	10	43	49	16	18	24	62	7	2	12	54	35	18	38	30	5	34	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum pseudogrignonense
129	793	75	118	13	62	39	48	135	19	112	101	31	22	83	26	86	45	52	18	14	115	19	11	103	127	143	62	109	47	23	169	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum quorumnocens
69	308	72	112	20	37	15	77	76	4	61	45	192	15	60	26	60	17	17	15	17	232	42	6	56	221	46	219	225	89	14	76	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Leminorella	Leminorella richardii
32	119	53	24	24	35	95	36	61	33	34	45	14	8	124	27	12	16	56	23	12	284	4	28	24	127	102	117	107	62	51	53	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	Pragia fontium
36	551	95	87	40	10	3	16	122	22	54	24	8	13	271	21	38	25	31	43	82	338	1	9	29	418	87	190	248	187	48	240	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Pragia	Pragia sp. CF.458
257	17	35	5	3	142	25	283	4	20	80	92	466	9	12	27	160	22	14	6	9	14	358	8	48	6	15	7	44	48	11	102	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Pseudomonas mesoacidophila
161	5	21	10	8	147	125	210	0	54	60	126	351	14	2	15	133	12	5	5	17	5	150	7	52	4	151	6	25	13	2	15	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria
130	5	14	4	6	131	4	65	3	5	36	18	90	6	9	20	103	17	7	6	10	3	76	7	37	2	29	1	30	3	204	29	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia anthina
786	69	137	52	23	696	439	530	82	163	543	172	985	53	57	98	724	97	70	93	57	93	485	22	401	52	311	57	163	76	147	191	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia
944	189	145	66	19	559	218	439	60	79	265	184	1363	61	52	177	523	104	336	28	69	91	1133	15	1323	65	455	73	157	133	294	130	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
335	111	83	27	7	324	520	138	17	169	259	73	310	14	70	69	305	59	31	12	29	73	84	7	237	78	304	63	222	38	437	101	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia contaminans
71	16	15	3	16	107	6	100	0	164	110	31	129	0	3	109	95	18	24	43	7	21	107	18	54	19	45	10	35	10	220	36	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia diffusa
245	60	24	9	4	215	8	82	12	14	46	57	108	13	14	77	168	28	14	9	14	47	56	2	31	37	38	27	71	58	14	51	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia dolosa
1240	246	216	84	51	1048	1494	631	74	490	706	134	1460	81	91	158	1221	151	247	73	144	91	835	29	1329	102	1192	155	285	180	1538	256	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli
317	32	91	32	16	401	163	136	22	50	192	65	246	28	46	79	415	39	17	22	33	25	56	2	142	16	93	19	64	33	361	81	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae
455	439	70	77	23	178	86	166	161	28	112	121	550	30	406	20	314	40	24	15	60	169	482	9	81	122	59	164	134	125	49	64	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia insecticola
477	43	78	10	11	288	1019	266	10	302	129	113	743	11	22	107	330	45	208	17	28	45	387	11	1071	11	496	15	68	65	656	78	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia lata
28	12	8	0	0	25	7	9	0	5	3	1	10	2	3	1	31	7	4	3	1	2	1	1	31	5	4	1	32	1	0	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia latens
10	5	5	13	1	30	2	17	8	3	19	27	6	14	5	8	18	8	2	6	5	12	8	2	4	8	11	7	10	8	4	15	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia mallei
106	13	15	22	5	136	33	87	52	17	75	32	74	36	5	22	136	29	18	8	9	14	31	7	95	52	257	98	26	59	65	27	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia metallica
822	105	93	29	22	621	58	405	20	43	211	213	925	57	29	95	615	89	31	26	33	57	712	18	98	81	140	54	186	50	427	142	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia multivorans
139	38	47	14	2	158	36	29	2	14	34	8	73	18	8	22	146	17	52	15	13	37	27	2	98	27	23	32	47	22	21	28	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia oklahomensis
483	23	108	9	16	510	53	296	13	36	158	74	500	22	23	114	471	58	29	28	17	12	346	19	87	2	210	16	94	63	175	94	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia plantarii
411	29	99	19	23	323	434	205	10	119	127	161	404	28	18	50	527	53	54	295	26	32	209	22	295	39	229	60	90	55	327	70	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
67	1	19	3	3	88	2	24	1	2	30	1	49	1	8	8	59	15	5	10	4	1	28	0	7	1	17	1	24	1	10	17	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomultivorans
120	18	38	7	6	191	8	76	4	6	24	53	69	8	16	14	192	36	11	7	11	25	26	8	23	12	34	14	54	12	13	44	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pyrrocinia
259	9	26	2	5	206	566	109	6	147	66	38	526	7	8	24	132	31	5	8	8	13	248	6	152	1	180	0	23	8	60	19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia seminalis
98	120	33	26	14	76	6	71	18	32	205	33	144	4	71	20	96	17	17	7	15	117	61	1	18	118	40	82	330	16	7	38	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. BDU6
142	62	24	4	4	93	2	92	2	8	31	14	176	8	14	8	95	13	2	7	5	37	92	4	16	41	16	38	72	13	3	39	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. BDU8
119	32	69	9	2	162	81	42	32	30	75	116	66	22	17	64	147	33	8	10	6	24	78	4	244	19	54	19	31	28	25	73	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. Bp7605
5	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CCGE1001
115	33	47	202	5	165	5	104	43	15	116	32	149	35	19	34	151	45	17	16	12	55	48	3	40	41	133	53	59	50	39	51	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. CCGE1003
278	46	65	8	8	281	351	190	9	95	83	77	403	46	16	79	321	58	23	18	20	39	202	1	150	27	213	24	80	38	270	81	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. DHOD12
168	13	24	3	1	189	350	38	3	83	40	23	148	8	12	29	142	36	14	6	11	9	16	4	125	14	246	1	18	4	246	21	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. IDO3
104	9	13	4	1	84	149	76	3	55	24	53	76	1	9	13	131	12	127	20	4	7	55	0	740	3	72	2	17	7	15	19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. JP2.270
19	1	15	0	0	17	1	5	0	1	3	5	1	3	0	4	23	3	0	0	4	0	2	0	2	0	4	0	2	0	0	9	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KBS0801
11	1	1	1	0	2	1	7	1	0	3	17	8	0	0	0	9	2	0	0	2	0	0	0	1	2	0	0	0	0	1	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KJ006
120	99	40	27	4	108	6	33	4	3	71	51	20	16	38	27	95	19	14	5	7	37	23	2	7	85	61	25	78	23	22	37	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KK1
84	10	14	21	0	69	42	55	8	10	23	20	113	6	6	16	78	7	50	6	3	12	87	1	155	7	33	5	14	1	11	25	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. LA.2.3.30.S1.D2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. M701
21	1	0	0	0	7	0	4	1	1	0	0	19	0	0	4	8	2	0	1	0	0	3	1	4	0	0	0	3	1	0	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MBR.1
20	3	1	0	0	17	2	24	2	4	4	3	16	0	0	2	19	5	7	1	3	8	4	2	19	0	6	10	2	1	0	4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB0266
8	1	6	0	0	18	2	8	1	0	2	0	9	0	2	4	19	5	0	1	2	0	0	0	0	0	4	0	0	0	18	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB0852
73	7	30	2	5	120	63	128	3	36	52	17	113	8	1	3	83	19	2	23	14	24	61	1	43	15	134	1	13	4	139	30	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB0856
15	3	12	0	0	11	0	2	0	0	3	1	6	1	0	1	7	0	0	1	0	2	0	0	1	0	3	0	10	6	4	1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB1588
110	0	7	14	0	96	3	42	1	2	16	2	212	0	13	7	15	2	26	107	1	1	159	0	2	16	60	0	3	0	0	2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. MSMB617WGS
140	7	16	8	1	107	27	38	11	16	91	30	207	4	3	17	115	22	3	2	7	6	123	2	23	5	29	0	32	8	17	26	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. NRF60.BP8
46	34	27	6	5	66	0	24	4	20	11	21	26	14	4	25	106	9	2	7	7	32	27	0	11	27	35	9	34	3	2	19	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. PAMC 26561
57	4	24	1	1	19	1	11	3	0	5	7	7	8	2	13	20	5	0	5	4	2	7	3	1	1	12	3	3	4	1	6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. PAMC 28687
71	17	17	3	11	69	3	14	41	8	13	4	34	39	12	4	63	23	2	5	6	23	23	5	14	14	29	15	45	9	5	32	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. RPE67
269	162	82	29	21	331	10	440	49	70	248	288	408	40	39	64	333	45	31	34	42	52	301	19	60	65	91	87	98	27	41	110	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. THE68
75	13	26	5	0	60	3	33	4	4	67	10	24	7	17	10	72	10	10	8	10	2	7	4	13	5	20	1	18	1	5	20	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. YI23
268	29	68	10	5	250	8	151	8	10	74	55	211	20	13	28	236	46	24	14	23	13	115	9	67	34	45	20	50	24	118	63	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia stabilis
286	17	46	13	5	266	147	166	13	34	98	31	248	5	18	31	270	32	73	13	20	15	130	11	370	11	43	14	41	14	155	50	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia stagnalis
212	58	31	23	7	199	12	173	17	18	82	40	283	1	21	20	180	30	20	6	16	40	147	6	56	65	58	20	59	17	79	83	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia territorii
220	37	93	32	14	252	14	84	23	26	113	25	102	32	23	24	366	34	25	12	29	51	77	5	100	42	59	32	76	42	15	83	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
395	89	57	23	4	442	251	198	46	97	186	114	368	21	47	121	461	56	42	29	26	26	167	17	260	21	123	26	85	62	59	96	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ubonensis
142	12	40	15	5	124	15	74	6	5	42	27	192	5	8	27	82	24	6	10	6	9	182	7	24	14	13	45	13	21	70	24	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis
14	0	3	0	1	6	0	27	1	0	4	6	32	2	5	2	12	0	0	0	1	0	5	0	1	0	0	0	0	2	1	16	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia	Caballeronia sp. SBC1
